,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
17,Renault Kwid,Renault,2018,"43,357 km",Petrol,Manual,"EMI ₹4,201/m*",₹2.38 lakh
18,Hyundai i10,Hyundai,2013,"21,592 km",Petrol,Auto,"EMI ₹14,828/m*",₹3.15 lakh
19,Maruti Wagon R 1.0,Maruti,2013,"34,301 km",Petrol,Manual,"EMI ₹12,302/m*",₹2.61 lakh
20,Hyundai Verna,Hyundai,2014,"1,44,910 km",Diesel,Manual,"EMI ₹17,641/m*",₹3.75 lakh
21,Renault TRIBER,Renault,2022,"24,010 km",Petrol,Auto,"EMI ₹9,908/m*",₹5.61 lakh
22,Maruti IGNIS,Maruti,2017,"1,03,288 km",Petrol,Auto,"EMI ₹7,541/m*",₹3.39 lakh
23,KIA SELTOS,KIA,2023,"49,208 km",Petrol,Manual,"EMI ₹16,609/m*",₹9.70 lakh
24,Renault Kwid,Renault,2018,"63,313 km",Petrol,Manual,"EMI ₹3,742/m*",₹2.12 lakh
25,Maruti Alto K10,Maruti,2012,"48,478 km",Petrol,Manual,"EMI ₹14,338/m*",₹1.61 lakh
26,Honda City,Honda,2014,"91,007 km",Petrol,Manual,"EMI ₹15,744/m*",₹4.74 lakh
27,Hyundai Verna,Hyundai,2012,"1,11,489 km",Diesel,Manual,"EMI ₹15,744/m*",₹2.55 lakh
28,Maruti Swift,Maruti,2019,"53,434 km",Petrol,Manual,"EMI ₹7,846/m*",₹4.44 lakh
29,Maruti Wagon R 1.0,Maruti,2014,"93,275 km",Petrol,Manual,"EMI ₹5,945/m*",₹1.79 lakh
30,Maruti Alto K10,Maruti,2019,"61,301 km",Petrol,Manual,"EMI ₹4,925/m*",₹2.79 lakh
31,Maruti S PRESSO,Maruti,2021,"57,072 km",Petrol,Auto,"EMI ₹6,833/m*",₹3.87 lakh
32,KIA SELTOS,KIA,2022,"72,277 km",Diesel,Manual,"EMI ₹19,177/m*",₹11.20 lakh
33,Renault Kwid,Renault,2022,"45,071 km",Petrol,Auto,"EMI ₹6,811/m*",₹3.86 lakh
34,Mahindra XUV700,Mahindra,2022,"50,475 km",Petrol,Auto,"EMI ₹23,418/m*",₹13.68 lakh
35,Volkswagen Vento,Volkswagen,2020,"75,662 km",Petrol,Manual,"EMI ₹12,692/m*",₹7.19 lakh
36,Renault Kwid,Renault,2018,"51,940 km",Petrol,Auto,"EMI ₹5,684/m*",₹3.22 lakh
37,Maruti Dzire,Maruti,2021,"1,03,873 km",Petrol,Manual,"EMI ₹10,588/m*",₹4.76 lakh
38,Tata NEXON,Tata,2022,"51,538 km",Petrol,Manual,"EMI ₹14,212/m*",₹8.30 lakh
39,Hyundai VENUE,Hyundai,2020,"1,19,717 km",Petrol,Auto,"EMI ₹15,349/m*",₹6.90 lakh
40,MG HECTOR PLUS,MG,2021,"84,771 km",Diesel,Manual,"EMI ₹20,718/m*",₹12.10 lakh
41,Maruti New Wagon-R,Maruti,2020,"86,495 km",Petrol,Auto,"EMI ₹7,379/m*",₹4.18 lakh
42,Hyundai Elite i20,Hyundai,2017,"92,495 km",Petrol,Manual,"EMI ₹7,155/m*",₹3.66 lakh
43,Maruti Ciaz,Maruti,2018,"1,31,896 km",Petrol,Manual,"EMI ₹10,522/m*",₹4.73 lakh
44,Maruti Swift,Maruti,2020,"1,21,832 km",Petrol,Manual,"EMI ₹8,585/m*",₹3.86 lakh
