,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
30,KIA SONET,KIA,2020,"38,690 km",Petrol,Manual,"EMI ₹10,809/m*",₹6.12 lakh
31,Hyundai NEW I20,Hyundai,2023,"39,296 km",Petrol,Manual,"EMI ₹9,356/m*",₹5.30 lakh
32,Datsun Go Plus,Datsun,2021,"31,233 km",Petrol,Manual,"EMI ₹6,451/m*",₹3.65 lakh
33,Renault TRIBER,Renault,2019,"62,100 km",Petrol,Manual,"EMI ₹7,861/m*",₹4.45 lakh
34,Maruti FRONX,Maruti,2024,"7,554 km",Petrol,Auto,"EMI ₹12,798/m*",₹7.25 lakh
35,Honda Jazz,Honda,2017,"28,120 km",Petrol,Auto,"EMI ₹6,629/m*",₹3.39 lakh
36,Maruti New Wagon-R,Maruti,2022,"27,107 km",Petrol,Manual,"EMI ₹8,294/m*",₹4.70 lakh
37,Hyundai VENUE,Hyundai,2021,"65,283 km",Petrol,Manual,"EMI ₹11,828/m*",₹6.70 lakh
38,Hyundai New Elantra,Hyundai,2018,"54,355 km",Diesel,Auto,"EMI ₹15,178/m*",₹7.76 lakh
39,Maruti BREZZA,Maruti,2022,"28,115 km",Petrol,Manual,"EMI ₹14,959/m*",₹8.74 lakh
40,Hyundai GRAND I10 NIOS,Hyundai,2022,"19,850 km",Petrol,Manual,"EMI ₹7,614/m*",₹4.31 lakh
41,Hyundai i10,Hyundai,2016,"36,455 km",Petrol,Manual,"EMI ₹4,664/m*",₹2.10 lakh
42,Maruti S PRESSO,Maruti,2021,"64,045 km",Petrol,Manual,"EMI ₹5,561/m*",₹3.15 lakh
43,Hyundai EXTER,Hyundai,2023,"21,275 km",Petrol,Auto,"EMI ₹11,400/m*",₹6.46 lakh
44,Maruti Alto K10,Maruti,2013,"1,07,475 km",Petrol,Manual,"EMI ₹5,649/m*",₹1.20 lakh
45,Tata NEXON,Tata,2019,"21,376 km",Petrol,Manual,"EMI ₹7,843/m*",₹4.44 lakh
46,Maruti Swift,Maruti,2016,"22,772 km",Petrol,Manual,"EMI ₹7,432/m*",₹3.34 lakh
47,Toyota Innova Crysta,Toyota,2022,"86,718 km",Diesel,Auto,"EMI ₹28,338/m*",₹16.55 lakh
48,Tata TIAGO NRG,Tata,2022,"27,604 km",Petrol,Auto,"EMI ₹7,970/m*",₹4.51 lakh
49,Maruti S Cross,Maruti,2022,"47,877 km",Petrol,Manual,"EMI ₹10,768/m*",₹6.10 lakh
