car_name,brand,year_of_manufacture,distance_driven,fuel_type,transmission_type,emi,price
Mahindra Scorpio,Mahindra,2014,12682,Diesel,Manual,21230,451000.0
Honda Amaze,Honda,2013,87709,Petrol,Manual,13086,278000.0
Hyundai VENUE,Hyundai,2019,52658,Petrol,Manual,9991,566000.0
Hyundai Grand i10,Hyundai,2014,23786,Petrol,Manual,10961,330000.0
Maruti Swift,Maruti,2011,219754,Diesel,Manual,10961,197000.0
Mahindra XUV700,Mahindra,2023,80438,Diesel,Auto,34142,1994000.0000000002
Skoda SLAVIA,Skoda,2023,20384,Petrol,Auto,23732,1386000.0
Mitsubishi Pajero Sport,Mitsubishi,2013,108420,Diesel,Manual,33229,374000.0
Maruti IGNIS,Maruti,2018,51898,Petrol,Manual,6832,387000.0
Hyundai Creta,Hyundai,2016,54616,Petrol,Manual,17262,776000.0
Maruti Baleno,Maruti,2019,49229,Petrol,Manual,7061,400000.0
