,car_name,brand,year_of_manufacture,distance_driven,fuel_type,transmission_type,emi,price,city
4933,Maruti Swift,Maruti,2014,26000,Petrol,Manual,12522,377000.0,Hyderabad
4934,Honda City,Honda,2014,114468,Petrol,Manual,14382,433000.0,Hyderabad
4935,Maruti Baleno,Maruti,2017,79617,Petrol,Manual,8837,452000.0,Hyderabad
4936,Honda Amaze,Honda,2018,32514,Diesel,Manual,11808,604000.0,Hyderabad
4937,Volkswagen Vento,Volkswagen,2016,125587,Diesel,Auto,12166,462000.0,Hyderabad
4938,Hyundai ALCAZAR,Hyundai,2022,45685,Petrol,Manual,20496,1197000.0,Hyderabad
4939,Hyundai Grand i10,Hyundai,2018,49258,Petrol,Auto,8456,479000.0,Hyderabad
4940,Honda City,Honda,2011,105761,Petrol,Manual,8456,258000.0,Hyderabad
4941,Volkswagen TAIGUN,Volkswagen,2021,44712,Petrol,Auto,20992,1226000.0,Hyderabad
4942,Skoda SLAVIA,Skoda,2023,34365,Petrol,Manual,16301,952000.0,Hyderabad
4943,KIA SELTOS,KIA,2022,74991,Petrol,Manual,14554,850000.0,Hyderabad
4944,Maruti Swift Dzire,Maruti,2014,133763,Diesel,Manual,19865,422000.0,Hyderabad
4945,Hyundai Grand i10,Hyundai,2014,95596,Petrol,Manual,10928,329000.0,Hyderabad
4946,Mahindra XUV700,Mahindra,2022,33196,Diesel,Auto,41556,2427000.0,Hyderabad
4947,Maruti Swift Dzire,Maruti,2015,106473,Petrol,Manual,10007,380000.0,Hyderabad
4948,Maruti Baleno,Maruti,2016,98835,Diesel,Manual,12693,482000.0,Hyderabad
4949,Ford Figo,Ford,2013,101138,Diesel,Manual,11728,132000.0,Hyderabad
4950,Mahindra XUV500,Mahindra,2012,62575,Diesel,Manual,11728,399000.0,Hyderabad
4951,Maruti Alto K10,Maruti,2022,45275,Petrol,Manual,6373,361000.0,Hyderabad
4952,Toyota Etios Liva,Toyota,2014,56580,Petrol,Manual,9931,299000.0,Hyderabad
4953,Maruti Alto,Maruti,2011,143847,Petrol,Manual,9931,104000.0,Hyderabad
4954,Nissan MAGNITE,Nissan,2021,48980,Petrol,Manual,8950,507000.0,Hyderabad
4955,Tata NEXON,Tata,2022,58024,Diesel,Manual,15393,899000.0,Hyderabad
4956,Hyundai Verna,Hyundai,2015,115151,Diesel,Manual,12455,375000.0,Hyderabad
4957,Tata NEXON,Tata,2024,16056,Petrol,Auto,20256,1183000.0,Hyderabad
4958,Mahindra XUV500,Mahindra,2019,111639,Diesel,Auto,20764,955000.0,Hyderabad
4959,BMW X1,BMW,2011,49696,Petrol,Auto,20764,530000.0,Hyderabad
4960,Mahindra XUV500,Mahindra,2012,142058,Diesel,Manual,20764,304000.0,Hyderabad
4961,Hyundai Creta,Hyundai,2019,71096,Petrol,Manual,13938,814000.0,Hyderabad
4962,Renault TRIBER,Renault,2022,32857,Petrol,Manual,11033,625000.0,Hyderabad
4963,Maruti Ciaz,Maruti,2020,37248,Petrol,Manual,8456,479000.0,Hyderabad
4964,Maruti Swift,Maruti,2021,130051,Petrol,Manual,8898,400000.0,Hyderabad
4965,Hyundai Elite i20,Hyundai,2017,103535,Petrol,Manual,9320,419000.00000000006,Hyderabad
4966,Maruti Grand Vitara,Maruti,2023,60479,Petrol,Manual,17568,1026000.0,Hyderabad
4967,Hyundai Verna,Hyundai,2023,8371,Petrol,Manual,21266,1242000.0,Hyderabad
4968,Hyundai Verna,Hyundai,2013,96675,Diesel,Manual,26477,298000.0,Hyderabad
4969,Hyundai i20,Hyundai,2011,168198,Petrol,Manual,26477,180000.0,Hyderabad
4970,Maruti Vitara Brezza,Maruti,2018,159297,Diesel,Manual,15126,680000.0,Hyderabad
4971,Chevrolet Spark,Chevrolet,2011,81449,Petrol,Manual,15126,68000.0,Hyderabad
4972,Mahindra XUV500,Mahindra,2015,148133,Diesel,Manual,21290,641000.0,Hyderabad
4973,Honda WR-V,Honda,2021,25374,Petrol,Manual,13240,750000.0,Hyderabad
4974,Mahindra XUV500,Mahindra,2016,199287,Diesel,Manual,13167,500000.0,Hyderabad
4975,Audi Q3,Audi,2016,140197,Diesel,Auto,39725,1537000.0,Hyderabad
4976,Maruti Wagon R 1.0,Maruti,2017,11218,Petrol,Auto,7214,369000.0,Hyderabad
4977,Maruti Baleno,Maruti,2019,42465,Petrol,Manual,8703,493000.0,Hyderabad
4978,KIA SELTOS,KIA,2020,76241,Petrol,Manual,18407,1075000.0,Hyderabad
4979,Hyundai GRAND I10 NIOS,Hyundai,2024,11064,Petrol,Manual,11174,633000.0,Hyderabad
4980,Mahindra XUV300,Mahindra,2019,63796,Petrol,Manual,12569,712000.0,Hyderabad
4981,Maruti Alto,Maruti,2025,4863,Petrol,Manual,7608,431000.0,Hyderabad
4982,Tata NEXON,Tata,2021,46837,Petrol,Manual,12092,685000.0,Hyderabad
4983,Ford Ecosport,Ford,2019,47963,Petrol,Manual,11262,638000.0,Hyderabad
4984,Maruti Swift,Maruti,2021,70768,Petrol,Manual,9550,541000.0,Hyderabad
4985,Maruti Vitara Brezza,Maruti,2021,63271,Petrol,Manual,12322,698000.0,Hyderabad
4986,Hyundai Grand i10,Hyundai,2014,44400,Petrol,Manual,11559,348000.0,Hyderabad
4987,Honda Amaze,Honda,2013,55647,Petrol,Manual,14687,312000.0,Hyderabad
4988,MG Windsor EV,MG,2024,25910,Electric,Auto,21472,1254000.0,Hyderabad
4989,Nissan Micra,Nissan,2013,94614,Diesel,Manual,18925,213000.0,Hyderabad
4990,Hyundai Creta,Hyundai,2016,97331,Petrol,Auto,15237,685000.0,Hyderabad
4991,Maruti Alto,Maruti,2010,120913,Petrol,Manual,15237,95000.0,Hyderabad
4992,Hyundai Elite i20,Hyundai,2015,149882,Diesel,Manual,15345,462000.0,Hyderabad
4993,Skoda Fabia,Skoda,2011,56776,Diesel,Manual,15345,230000.0,Hyderabad
4994,Maruti Swift,Maruti,2012,94844,Diesel,Manual,15345,252000.0,Hyderabad
4995,Maruti Ciaz,Maruti,2016,113007,Diesel,Manual,13299,505000.0,Hyderabad
4996,Maruti Ertiga,Maruti,2014,112873,Diesel,Manual,21560,458000.0,Hyderabad
4997,Volkswagen TAIGUN,Volkswagen,2021,28211,Petrol,Auto,17550,1025000.0,Hyderabad
4998,Maruti XL6,Maruti,2022,49349,Petrol,Manual,17585,1027000.0,Hyderabad
4999,Hyundai GRAND I10 NIOS,Hyundai,2023,35057,Petrol,Manual,10062,570000.0,Hyderabad
5000,Tata ALTROZ,Tata,2021,68005,Petrol,Manual,9850,558000.0,Hyderabad
5001,Hyundai VENUE,Hyundai,2021,46646,Petrol,Manual,13328,755000.0,Hyderabad
5002,Honda WR-V,Honda,2020,136072,Petrol,Manual,15059,677000.0,Hyderabad
5003,Hyundai Elite i20,Hyundai,2017,110297,Petrol,Manual,10255,461000.00000000006,Hyderabad
5004,CITROEN C3,CITROEN,2023,35550,Petrol,Manual,8650,490000.00000000006,Hyderabad
5005,Mahindra Thar,Mahindra,2023,14313,Petrol,Auto,20153,1177000.0,Hyderabad
5006,Hyundai New Elantra,Hyundai,2013,147393,Diesel,Auto,39538,445000.0,Hyderabad
5007,Tata PUNCH,Tata,2022,47946,Petrol,Manual,10539,597000.0,Hyderabad
5008,Maruti Ertiga,Maruti,2018,106246,Diesel,Manual,17394,800000.0,Hyderabad
5009,Maruti Swift,Maruti,2019,72434,Petrol,Manual,7944,450000.0,Hyderabad
5010,Ford Ecosport,Ford,2015,100983,Diesel,Manual,13585,409000.0,Hyderabad
5011,Hyundai Grand i10,Hyundai,2017,66560,Petrol,Manual,7527,385000.0,Hyderabad
5012,Honda WR-V,Honda,2019,70008,Diesel,Manual,11227,636000.0,Hyderabad
5013,Hyundai GRAND I10 NIOS,Hyundai,2024,11155,Petrol,Auto,11474,650000.0,Hyderabad
5014,Mahindra Thar,Mahindra,2021,47442,Petrol,Auto,17653,1031000.0,Hyderabad
5015,Skoda Octavia,Skoda,2014,80316,Diesel,Manual,32999,701000.0,Hyderabad
5016,Maruti Wagon R 1.0,Maruti,2017,58077,Petrol,Manual,6002,307000.0,Hyderabad
5017,Renault Kwid,Renault,2020,28859,Petrol,Manual,6673,378000.0,Hyderabad
5018,Honda Amaze,Honda,2020,78193,Petrol,Manual,8562,485000.0,Hyderabad
5019,Skoda Rapid,Skoda,2013,160000,Diesel,Manual,23101,260000.0,Hyderabad
5020,Maruti Celerio,Maruti,2018,55017,Petrol,Auto,6178,350000.0,Hyderabad
5021,Maruti Ertiga,Maruti,2020,110644,Petrol,Manual,16238,730000.0,Hyderabad
5022,Skoda KUSHAQ,Skoda,2024,32482,Petrol,Manual,20975,1225000.0,Hyderabad
5023,Nissan MAGNITE,Nissan,2022,42451,Petrol,Auto,12092,685000.0,Hyderabad
5024,Mahindra TUV300,Mahindra,2015,166178,Diesel,Manual,17338,522000.0,Hyderabad
5025,Hyundai Creta,Hyundai,2019,86124,Petrol,Manual,20273,1184000.0,Hyderabad
5026,Maruti Vitara Brezza,Maruti,2021,41721,Petrol,Manual,12322,698000.0,Hyderabad
5027,Hyundai GRAND I10 NIOS,Hyundai,2022,59857,Petrol,Manual,9780,554000.0,Hyderabad
5028,Ford Ecosport,Ford,2015,89843,Diesel,Manual,16773,505000.0,Hyderabad
5029,Maruti Swift Dzire,Maruti,2016,112136,Diesel,Manual,7637,290000.0,Hyderabad
5030,Maruti Swift Dzire,Maruti,2016,37806,Petrol,Manual,8898,400000.0,Hyderabad
5031,Maruti Swift Dzire,Maruti,2015,149570,Diesel,Manual,12920,389000.0,Hyderabad
5032,Maruti Baleno,Maruti,2021,103003,Petrol,Manual,13347,600000.0,Hyderabad
5033,Mahindra XUV500,Mahindra,2014,100389,Diesel,Manual,21136,449000.0,Hyderabad
5034,MG ASTOR,MG,2024,23394,Petrol,Manual,15616,912000.0,Hyderabad
5035,Honda City,Honda,2015,83268,Diesel,Manual,14448,435000.0,Hyderabad
5036,Maruti Celerio,Maruti,2016,153380,Petrol,Auto,7252,326000.0,Hyderabad
5037,Maruti S PRESSO,Maruti,2022,31173,Petrol,Manual,7167,406000.0,Hyderabad
5038,Maruti Celerio,Maruti,2017,122219,Petrol,Auto,6696,301000.0,Hyderabad
5039,Maruti Ertiga,Maruti,2021,35365,Petrol,Manual,16266,950000.0,Hyderabad
5040,MG ASTOR,MG,2022,60273,Petrol,Manual,17071,997000.0,Hyderabad
5041,BMW X1,BMW,2016,71124,Diesel,Auto,38639,1495000.0,Hyderabad
5042,Maruti BREZZA,Maruti,2022,91320,Petrol,Manual,12869,729000.0,Hyderabad
5043,Hyundai i20,Hyundai,2014,204046,Diesel,Manual,14499,308000.0,Hyderabad
5044,Maruti Vitara Brezza,Maruti,2017,133022,Diesel,Manual,13703,616000.0,Hyderabad
5045,Hyundai AURA,Hyundai,2020,54348,Petrol,Manual,9391,532000.0,Hyderabad
5046,MG HECTOR,MG,2022,33909,Petrol,Manual,15410,900000.0,Hyderabad
5047,Mahindra XUV700,Mahindra,2021,140437,Petrol,Manual,27178,1250000.0,Hyderabad
5048,Maruti XL6,Maruti,2021,49822,Petrol,Manual,15924,930000.0,Hyderabad
5049,CITROEN C3,CITROEN,2022,72063,Petrol,Manual,8279,469000.00000000006,Hyderabad
5050,Tata Tiago,Tata,2021,79504,Petrol,Auto,9268,525000.0,Hyderabad
5051,Hyundai GRAND I10 NIOS,Hyundai,2020,78244,Petrol,Auto,8809,499000.0,Hyderabad
5052,Hyundai i20,Hyundai,2014,70274,Petrol,Manual,10230,308000.0,Hyderabad
5053,Maruti Ciaz,Maruti,2017,214357,Petrol,Auto,11167,502000.0,Hyderabad
5054,Maruti Swift,Maruti,2012,85476,Petrol,Manual,22123,249000.00000000003,Hyderabad
5055,Maruti Baleno,Maruti,2018,55830,Petrol,Auto,8209,465000.00000000006,Hyderabad
5056,Skoda Laura,Skoda,2012,147215,Diesel,Auto,8209,350000.0,Hyderabad
5057,ISUZU MU-X,ISUZU,2018,184073,Diesel,Auto,17807,819000.0,Hyderabad
5058,Maruti Swift Dzire,Maruti,2014,110826,Diesel,Manual,18029,383000.0,Hyderabad
5059,Maruti XL6,Maruti,2019,77804,Petrol,Auto,14297,835000.0,Hyderabad
5060,Maruti Vitara Brezza,Maruti,2019,56333,Diesel,Manual,14434,843000.0,Hyderabad
5061,Maruti Baleno,Maruti,2018,106159,Petrol,Manual,9231,415000.00000000006,Hyderabad
5062,Renault Kiger,Renault,2022,73307,Petrol,Manual,9744,552000.0,Hyderabad
5063,Maruti Wagon R 1.0,Maruti,2014,68005,Petrol,Manual,10097,304000.0,Hyderabad
5064,Honda City,Honda,2014,96445,Petrol,Auto,15079,454000.0,Hyderabad
5065,Honda City,Honda,2017,128407,Petrol,Auto,12457,560000.0,Hyderabad
5066,Honda City,Honda,2018,68585,Petrol,Auto,12710,720000.0,Hyderabad
5067,Maruti Baleno,Maruti,2016,88121,Petrol,Manual,9120,410000.0,Hyderabad
5068,Maruti Ertiga,Maruti,2019,64745,Diesel,Manual,17533,1024000.0,Hyderabad
5069,Maruti Vitara Brezza,Maruti,2020,101523,Petrol,Manual,16995,764000.0,Hyderabad
5070,Ford Ecosport,Ford,2013,90515,Diesel,Manual,31808,358000.0,Hyderabad
5071,Maruti Ertiga,Maruti,2022,64509,Petrol,Auto,20359,1189000.0,Hyderabad
5072,Hyundai NEW SANTRO,Hyundai,2021,18261,Petrol,Auto,8456,479000.0,Hyderabad
5073,Maruti S PRESSO,Maruti,2022,36041,Petrol,Manual,6337,359000.0,Hyderabad
5074,Mahindra XUV700,Mahindra,2023,35445,Diesel,Manual,28218,1648000.0,Hyderabad
5075,Maruti Ertiga,Maruti,2020,127929,Petrol,Manual,20699,952000.0,Hyderabad
5076,Hyundai Elite i20,Hyundai,2018,92747,Diesel,Manual,11065,566000.0,Hyderabad
5077,Volkswagen Jetta,Volkswagen,2012,160650,Diesel,Manual,11065,386000.0,Hyderabad
5078,Maruti Swift,Maruti,2012,98613,Petrol,Manual,24078,271000.0,Hyderabad
5079,Maruti Baleno,Maruti,2021,96676,Petrol,Manual,9462,536000.0,Hyderabad
5080,Skoda Rapid,Skoda,2015,122387,Diesel,Manual,11824,356000.0,Hyderabad
5081,Hyundai Grand i10,Hyundai,2018,111541,Petrol,Manual,9810,441000.0,Hyderabad
5082,Renault Fluence,Renault,2012,90000,Diesel,Manual,9810,350000.0,Hyderabad
5083,Honda WR-V,Honda,2018,39895,Petrol,Manual,9974,565000.0,Hyderabad
5084,MG HECTOR,MG,2019,50538,Petrol,Auto,15410,900000.0,Hyderabad
5085,Maruti Wagon R 1.0,Maruti,2016,50385,Petrol,Manual,23221,1068000.0,Hyderabad
5086,Jaguar XF,Jaguar,2016,71719,Diesel,Auto,45927,1777000.0,Hyderabad
5087,Tata NEXON,Tata,2021,90042,Diesel,Auto,12180,690000.0,Hyderabad
5088,Hyundai i20 Active,Hyundai,2018,58903,Petrol,Manual,9338,529000.0,Hyderabad
5089,Maruti Swift Dzire,Maruti,2014,271533,Petrol,Manual,9300,280000.0,Hyderabad
5090,Mahindra XUV500,Mahindra,2019,84698,Diesel,Auto,22345,1305000.0,Hyderabad
5091,Maruti Celerio,Maruti,2016,80673,Petrol,Manual,6584,296000.0,Hyderabad
5092,Hyundai AURA,Hyundai,2023,10211,Petrol,Auto,12657,717000.0,Hyderabad
5093,Maruti Ciaz,Maruti,2017,55733,Petrol,Manual,9677,495000.0,Hyderabad
5094,Skoda Rapid,Skoda,2017,132861,Diesel,Manual,11612,522000.0,Hyderabad
5095,Honda Amaze,Honda,2017,75837,Petrol,Manual,7683,393000.0,Hyderabad
5096,Ford Ecosport,Ford,2013,177944,Diesel,Manual,27543,310000.0,Hyderabad
5097,MG ASTOR,MG,2022,45934,Petrol,Auto,15838,925000.0,Hyderabad
5098,Hyundai Creta,Hyundai,2015,225826,Diesel,Auto,21589,650000.0,Hyderabad
5099,Tata Aria,Tata,2011,150000,Diesel,Manual,21589,277000.0,Hyderabad
5100,Maruti Baleno,Maruti,2017,74286,Diesel,Manual,11300,508000.0,Hyderabad
5101,Tata NEXON,Tata,2021,31893,Petrol,Manual,13981,792000.0,Hyderabad
5102,Skoda KUSHAQ,Skoda,2021,60636,Petrol,Auto,17636,1030000.0,Hyderabad
5103,Mahindra XUV500,Mahindra,2016,119080,Diesel,Manual,19750,750000.0,Hyderabad
5104,Tata ALTROZ,Tata,2022,59865,Petrol,Manual,10803,612000.0,Hyderabad
5105,Maruti S PRESSO,Maruti,2021,20169,Petrol,Manual,6479,367000.0,Hyderabad
5106,Hyundai VENUE,Hyundai,2020,106553,Diesel,Manual,16172,727000.0,Hyderabad
5107,Toyota Innova Crysta,Toyota,2023,22271,Diesel,Manual,36591,2137000.0,Hyderabad
5108,MG HECTOR PLUS,MG,2020,60500,Petrol,Auto,20958,1224000.0,Hyderabad
5109,Hyundai i20 Active,Hyundai,2015,98368,Petrol,Manual,10112,384000.0,Hyderabad
5110,Maruti Swift Dzire,Maruti,2016,98601,Petrol,Manual,9498,427000.0,Hyderabad
5111,Mercedes Benz C Class,Mercedes,2012,84324,Petrol,Auto,62194,700000.0,Hyderabad
5112,Maruti Vitara Brezza,Maruti,2020,97038,Petrol,Manual,10592,600000.0,Hyderabad
5113,Tata ALTROZ,Tata,2020,72603,Petrol,Manual,10733,608000.0,Hyderabad
5114,CITROEN C3 AIRCROSS,CITROEN,2023,49648,Petrol,Manual,16129,942000.0,Hyderabad
5115,Mahindra XUV500,Mahindra,2019,148186,Diesel,Manual,18938,871000.0000000001,Hyderabad
5116,Hyundai Elite i20,Hyundai,2015,117211,Diesel,Manual,15509,467000.0,Hyderabad
5117,Mahindra XUV500,Mahindra,2020,115088,Diesel,Manual,28048,1290000.0,Hyderabad
5118,BMW X1,BMW,2016,68302,Diesel,Auto,31687,1226000.0,Hyderabad
5119,Hyundai Elite i20,Hyundai,2019,93026,Petrol,Auto,10450,592000.0,Hyderabad
5120,Mahindra XUV500,Mahindra,2012,153307,Diesel,Manual,10450,393000.0,Hyderabad
5121,Maruti Ertiga,Maruti,2016,131160,Diesel,Manual,13931,529000.0,Hyderabad
5122,Maruti Swift,Maruti,2011,98913,Petrol,Manual,13931,310000.0,Hyderabad
5123,Maruti S Cross,Maruti,2018,172004,Diesel,Manual,13347,600000.0,Hyderabad
5124,Maruti Ciaz,Maruti,2022,54388,Petrol,Manual,12357,700000.0,Hyderabad
5125,Hyundai Creta,Hyundai,2015,197610,Diesel,Auto,23250,700000.0,Hyderabad
5126,Ford Ecosport,Ford,2017,85753,Diesel,Manual,11567,520000.0,Hyderabad
5127,Hyundai Elite i20,Hyundai,2015,204955,Petrol,Manual,10507,399000.0,Hyderabad
5128,Ford Ecosport,Ford,2013,134308,Diesel,Manual,24878,280000.0,Hyderabad
5129,Audi A4,Audi,2014,111003,Diesel,Auto,36058,766000.0,Hyderabad
5130,Maruti Alto,Maruti,2011,190565,Petrol,Manual,36058,100000.0,Hyderabad
5131,Chevrolet Spark,Chevrolet,2011,87156,Petrol,Manual,36058,70000.0,Hyderabad
5132,Ford Ecosport,Ford,2016,72574,Diesel,Manual,12640,480000.0,Hyderabad
5133,BYD Seal,BYD,2024,29000,Electric,Auto,58661,3426000.0,Hyderabad
5134,Maruti Alto K10,Maruti,2022,25292,Petrol,Auto,7149,405000.0,Hyderabad
5135,Mahindra XUV700,Mahindra,2023,60253,Diesel,Auto,35341,2064000.0,Hyderabad
5136,MG ASTOR,MG,2023,6194,Petrol,Manual,19383,1132000.0,Hyderabad
5137,Nissan Kicks,Nissan,2021,53329,Petrol,Manual,11845,671000.0,Hyderabad
5138,Mahindra XUV500,Mahindra,2021,49224,Diesel,Manual,26369,1540000.0,Hyderabad
5139,Tata NEXON,Tata,2022,3186,Petrol,Manual,14212,830000.0000000001,Hyderabad
5140,Tata NEXON,Tata,2021,52682,Petrol,Manual,13663,774000.0,Hyderabad
5141,Toyota RUMION,Toyota,2023,25600,Petrol,Manual,18818,1099000.0,Hyderabad
5142,Honda City,Honda,2021,78763,Diesel,Manual,17122,1000000.0,Hyderabad
5143,Tata Harrier,Tata,2021,78785,Diesel,Auto,23886,1395000.0,Hyderabad
5144,Toyota Innova Crysta,Toyota,2017,135959,Diesel,Manual,29004,1334000.0,Hyderabad
5145,KIA CARNIVAL,KIA,2022,61386,Diesel,Auto,36574,2136000.0,Hyderabad
5146,BMW X1,BMW,2015,144333,Diesel,Auto,37748,1153000.0,Hyderabad
5147,Tata PUNCH,Tata,2025,9539,Petrol,Auto,15239,890000.0,Hyderabad
5148,Maruti Baleno,Maruti,2023,37534,Petrol,Auto,13098,742000.0,Hyderabad
5149,Maruti Ertiga,Maruti,2016,89950,Diesel,Manual,20806,805000.0000000001,Hyderabad
5150,Skoda SLAVIA,Skoda,2022,63339,Petrol,Manual,15205,888000.0000000001,Hyderabad
5151,Ford Ecosport,Ford,2013,132225,Diesel,Manual,24345,274000.0,Hyderabad
5152,Maruti Baleno,Maruti,2017,76733,Petrol,Manual,8524,436000.00000000006,Hyderabad
5153,Mercedes Benz C Class,Mercedes,2012,137384,Petrol,Auto,78395,886999.9999999999,Hyderabad
5154,Hyundai VENUE,Hyundai,2020,88059,Petrol,Manual,12057,683000.0,Hyderabad
5155,Honda Jazz,Honda,2015,193553,Petrol,Auto,9217,350000.0,Hyderabad
5156,Maruti Swift Dzire,Maruti,2017,40718,Petrol,Manual,9149,468000.0,Hyderabad
5157,Hyundai Creta,Hyundai,2018,179499,Diesel,Auto,16683,750000.0,Hyderabad
5158,Hyundai EXTER,Hyundai,2024,43977,Petrol,Manual,12357,700000.0,Hyderabad
5159,Volkswagen Polo,Volkswagen,2017,126054,Petrol,Manual,9832,442000.0,Hyderabad
5160,Maruti Dzire,Maruti,2019,48241,Petrol,Auto,9550,541000.0,Hyderabad
5161,Maruti Ertiga,Maruti,2015,100817,Diesel,Manual,18268,550000.0,Hyderabad
5162,Hyundai Grand i10,Hyundai,2017,90645,Petrol,Manual,7390,378000.0,Hyderabad
5163,Maruti Ertiga,Maruti,2015,174486,Diesel,Manual,18268,550000.0,Hyderabad
5164,Maruti Swift,Maruti,2023,30046,Petrol,Manual,10786,611000.0,Hyderabad
5165,Hyundai Grand i10,Hyundai,2017,87593,Petrol,Auto,8270,423000.00000000006,Hyderabad
5166,Maruti Celerio,Maruti,2023,13965,Petrol,Auto,10150,575000.0,Hyderabad
5167,Hyundai Elite i20,Hyundai,2018,126550,Diesel,Manual,9921,446000.0,Hyderabad
5168,KIA SONET,KIA,2021,52000,Petrol,Manual,12904,731000.0,Hyderabad
5169,Mahindra XUV300,Mahindra,2020,82903,Petrol,Manual,12480,707000.0,Hyderabad
5170,Maruti Swift,Maruti,2019,96675,Petrol,Manual,7873,446000.0,Hyderabad
5171,Audi Q3,Audi,2023,9718,Petrol,Auto,66949,3910000.0,Hyderabad
5172,Ford Ecosport,Ford,2021,83227,Diesel,Manual,17482,1021000.0,Hyderabad
5173,Mahindra XUV700,Mahindra,2023,69144,Diesel,Manual,31642,1848000.0,Hyderabad
5174,Maruti Baleno,Maruti,2018,52320,Petrol,Manual,9162,519000.00000000006,Hyderabad
5175,Mahindra XUV500,Mahindra,2014,175331,Diesel,Manual,21183,450000.0,Hyderabad
5176,Tata TIAGO EV,Tata,2024,6276,Electric,Auto,11827,670000.0,Hyderabad
5177,Tata PUNCH,Tata,2021,34972,Petrol,Auto,11474,650000.0,Hyderabad
5178,Tata NEXON,Tata,2021,82592,Diesel,Manual,13698,800000.0,Hyderabad
5179,KIA SELTOS,KIA,2019,34486,Diesel,Manual,18818,1099000.0,Hyderabad
5180,Skoda Rapid,Skoda,2021,70802,Petrol,Manual,12251,694000.0,Hyderabad
5181,Skoda Octavia,Skoda,2018,73230,Diesel,Auto,24973,1312000.0,Hyderabad
5182,Maruti S PRESSO,Maruti,2023,32553,Petrol,Manual,7273,412000.0,Hyderabad
5183,KIA SONET,KIA,2020,48972,Diesel,Manual,17807,1040000.0,Hyderabad
5184,Maruti Celerio,Maruti,2020,20630,Petrol,Manual,6938,393000.0,Hyderabad
5185,Maruti Baleno,Maruti,2021,92904,Petrol,Manual,10239,580000.0,Hyderabad
5186,Maruti Baleno,Maruti,2021,69693,Petrol,Manual,10539,597000.0,Hyderabad
5187,Hyundai VENUE,Hyundai,2019,37800,Petrol,Manual,12357,700000.0,Hyderabad
5188,Volkswagen VIRTUS,Volkswagen,2024,13490,Petrol,Auto,23475,1371000.0,Hyderabad
5189,Honda WR-V,Honda,2018,211555,Diesel,Manual,13213,594000.0,Hyderabad
5190,MG HECTOR PLUS,MG,2024,33694,Diesel,Manual,30701,1793000.0,Hyderabad
5191,Tata Tiago,Tata,2021,39344,Petrol,Manual,9179,520000.0,Hyderabad
5192,KIA SELTOS,KIA,2023,35109,Diesel,Manual,20290,1185000.0,Hyderabad
5193,Landrover DISCOVERY SPORT,Landrover,2016,52254,Petrol,Auto,33831,1556000.0,Hyderabad
5194,KIA SONET,KIA,2021,84325,Petrol,Manual,12180,690000.0,Hyderabad
5195,Hyundai Verna,Hyundai,2018,72797,Diesel,Auto,15703,825000.0,Hyderabad
5196,BMW 5 Series,BMW,2022,32897,Petrol,Auto,87444,5107000.0,Hyderabad
5197,Ford Ecosport,Ford,2019,54000,Diesel,Manual,11474,650000.0,Hyderabad
5198,Hyundai Grand i10,Hyundai,2015,140848,Petrol,Manual,8743,332000.0,Hyderabad
5199,Maruti Baleno,Maruti,2020,60591,Petrol,Manual,9356,530000.0,Hyderabad
5200,Hyundai VENUE,Hyundai,2020,119442,Petrol,Auto,13992,629000.0,Hyderabad
5201,Skoda Superb,Skoda,2012,111855,Diesel,Auto,13992,450000.0,Hyderabad
5202,Hyundai Elite i20,Hyundai,2016,69605,Petrol,Manual,10099,454000.0,Hyderabad
5203,KIA SONET,KIA,2023,19600,Petrol,Manual,14554,850000.0,Hyderabad
5204,Honda City,Honda,2016,99294,Petrol,Manual,10967,493000.0,Hyderabad
5205,KIA SONET,KIA,2020,72978,Petrol,Manual,12357,700000.0,Hyderabad
5206,Mahindra XUV700,Mahindra,2023,67678,Petrol,Manual,25341,1480000.0,Hyderabad
5207,Skoda SLAVIA,Skoda,2024,4050,Petrol,Auto,23800,1390000.0,Hyderabad
5208,Maruti S Cross,Maruti,2016,123551,Diesel,Manual,13378,508000.0,Hyderabad
5209,Maruti S Cross,Maruti,2019,64482,Diesel,Manual,12639,716000.0,Hyderabad
5210,Toyota URBAN CRUISER HYRYDER,Toyota,2023,39553,Petrol,Manual,20821,1216000.0,Hyderabad
5211,Hyundai Creta,Hyundai,2015,78288,Diesel,Auto,28024,856000.0,Hyderabad
5212,Hyundai Elite i20,Hyundai,2017,81820,Diesel,Manual,11478,516000.0,Hyderabad
5213,Maruti Ertiga,Maruti,2017,150100,Diesel,Manual,13102,589000.0,Hyderabad
5214,Maruti Ertiga,Maruti,2016,54728,Petrol,Manual,13347,600000.0,Hyderabad
5215,BMW 3 Series,BMW,2013,96014,Diesel,Auto,104821,1186000.0,Hyderabad
5216,Maruti XL6,Maruti,2021,68866,Petrol,Auto,15136,884000.0,Hyderabad
5217,Maruti Celerio,Maruti,2022,27288,Petrol,Manual,9374,531000.0,Hyderabad
5218,Maruti Swift Dzire,Maruti,2015,83357,Diesel,Manual,14149,426000.0,Hyderabad
5219,Mahindra XUV500,Mahindra,2012,327672,Diesel,Manual,14149,385000.0,Hyderabad
5220,BMW 3 Series,BMW,2013,94547,Diesel,Auto,87144,986000.0,Hyderabad
5221,BMW X1,BMW,2017,122518,Diesel,Auto,31940,1469000.0,Hyderabad
5222,Maruti Swift,Maruti,2018,93772,Petrol,Auto,7803,442000.0,Hyderabad
