,car_name,brand,year_of_manufacture,distance_driven,fuel_type,transmission_type,emi,price,city
316,Hyundai XCENT PRIME,Hyundai,2021,60516,Petrol,Manual,7944,450000.0,Agra
317,Honda Amaze,Honda,2022,13048,Petrol,Manual,11232,636000.0,Agra
318,Honda City,Honda,2015,19932,Petrol,Manual,11192,425000.0,Agra
319,Ford Figo Aspire,Ford,2018,78585,Petrol,Manual,5649,320000.0,Agra
320,Toyota Innova Crysta,Toyota,2022,110742,Diesel,Auto,33701,1550000.0,Agra
321,Mahindra XUV700,Mahindra,2023,47061,Diesel,Manual,29433,1719000.0000000002,Agra
322,Maruti Dzire,Maruti,2017,103891,Diesel,Manual,9498,427000.0,Agra
323,Hyundai Creta,Hyundai,2018,89859,Diesel,Manual,12805,655000.0,Agra
324,Tata NEXON,Tata,2021,61767,Petrol,Manual,10256,581000.0,Agra
325,Maruti Swift,Maruti,2023,54210,Petrol,Manual,18287,1068000.0,Agra
326,Hyundai Grand i10,Hyundai,2016,53813,Petrol,Manual,6940,312000.0,Agra
327,Hyundai Creta,Hyundai,2017,80164,Diesel,Manual,14348,645000.0,Agra
328,Ford Ecosport,Ford,2016,164174,Diesel,Manual,7979,303000.0,Agra
329,KIA CARENS,KIA,2022,100915,Diesel,Manual,22699,1044000.0,Agra
330,KIA SONET,KIA,2021,89392,Diesel,Manual,13063,740000.0,Agra
331,MG HECTOR,MG,2021,59117,Petrol,Auto,20547,1200000.0,Agra
332,Maruti IGNIS,Maruti,2019,42567,Petrol,Manual,6479,367000.0,Agra
333,Nissan Micra,Nissan,2012,73760,Diesel,Manual,6479,130000.0,Agra
334,Maruti Vitara Brezza,Maruti,2020,55484,Diesel,Manual,11245,637000.0,Agra
335,Honda Amaze,Honda,2018,54440,Petrol,Manual,7573,429000.0,Agra
336,Honda Jazz,Honda,2012,204296,Petrol,Manual,13683,154000.0,Agra
337,Hyundai Creta,Hyundai,2019,63293,Diesel,Manual,12692,719000.0,Agra
338,Toyota Innova Crysta,Toyota,2020,178152,Diesel,Manual,36375,1673000.0,Agra
339,Mahindra XUV700,Mahindra,2025,268,Petrol,Manual,24417,1426000.0,Agra
340,Maruti Dzire,Maruti,2017,111836,Diesel,Manual,9409,423000.00000000006,Agra
341,Tata ALTROZ,Tata,2023,25562,Petrol,Manual,11386,645000.0,Agra
342,Tata Tiago,Tata,2022,64287,Petrol,Manual,7944,450000.0,Agra
343,Tata Safari,Tata,2022,107322,Diesel,Auto,33701,1550000.0,Agra
344,Maruti Ciaz,Maruti,2014,60341,Petrol,Manual,11193,337000.0,Agra
345,Mahindra XUV300,Mahindra,2022,66787,Petrol,Manual,11969,678000.0,Agra
346,Maruti Eeco,Maruti,2021,165973,Petrol,Manual,7496,337000.0,Agra
347,KIA SONET,KIA,2025,21203,Petrol,Manual,17910,1046000.0,Agra
348,Maruti Baleno,Maruti,2019,149377,Petrol,Manual,9187,413000.0,Agra
349,Nissan Sunny,Nissan,2017,69665,Petrol,Auto,6667,341000.0,Agra
350,Skoda SLAVIA,Skoda,2023,13821,Petrol,Auto,20650,1206000.0,Agra
351,Honda City,Honda,2017,52538,Petrol,Manual,11984,613000.0,Agra
352,MG HECTOR,MG,2021,91767,Petrol,Auto,21369,1248000.0,Agra
353,Maruti Alto,Maruti,2021,45344,Petrol,Manual,5119,290000.0,Agra
354,Mahindra XUV700,Mahindra,2022,125493,Diesel,Manual,29678,1365000.0,Agra
355,Hyundai Creta,Hyundai,2023,26833,Petrol,Manual,16848,984000.0,Agra
356,Hyundai Creta,Hyundai,2021,69136,Diesel,Auto,19725,1152000.0,Agra
357,Maruti Vitara Brezza,Maruti,2018,102027,Diesel,Auto,11790,530000.0,Agra
358,MG HECTOR,MG,2021,40842,Petrol,Manual,18818,1099000.0,Agra
359,Mahindra MARAZZO,Mahindra,2019,187820,Diesel,Manual,15794,710000.0,Agra
360,Ford Ecosport,Ford,2020,89412,Petrol,Manual,10874,616000.0,Agra
361,Hyundai Verna,Hyundai,2024,22349,Petrol,Auto,26557,1551000.0,Agra
362,Hyundai VENUE,Hyundai,2020,126475,Diesel,Manual,14325,644000.0,Agra
363,Honda WR-V,Honda,2021,86789,Diesel,Manual,13240,750000.0,Agra
364,Ford Ecosport,Ford,2020,61666,Petrol,Manual,10751,609000.0,Agra
365,KIA SELTOS,KIA,2020,106297,Diesel,Auto,26678,1227000.0,Agra
366,Hyundai Creta,Hyundai,2024,25365,Petrol,Manual,18835,1100000.0,Agra
367,Hyundai Creta,Hyundai,2016,57664,Petrol,Manual,12257,551000.0,Agra
368,BMW 3 Series,BMW,2016,155692,Diesel,Auto,28430,1100000.0,Agra
369,Maruti Ciaz,Maruti,2020,60436,Petrol,Manual,10150,575000.0,Agra
370,Honda Amaze,Honda,2020,92787,Diesel,Manual,9179,520000.0,Agra
371,MG HECTOR PLUS,MG,2021,76702,Diesel,Manual,27242,1591000.0,Agra
372,Landrover Range Rover Evoque,Landrover,2020,30833,Petrol,Auto,43988,2569000.0,Agra
373,Maruti IGNIS,Maruti,2025,4030,Petrol,Manual,9497,538000.0,Agra
374,Mahindra Thar,Mahindra,2024,20822,Diesel,Manual,23389,1366000.0,Agra
375,Toyota Innova Crysta,Toyota,2022,70036,Diesel,Manual,28286,1652000.0,Agra
376,Mahindra XUV300,Mahindra,2023,40219,Diesel,Manual,15410,900000.0,Agra
377,Toyota Innova Crysta,Toyota,2017,122976,Diesel,Manual,20460,941000.0,Agra
378,Toyota Innova,Toyota,2015,157784,Diesel,Manual,18567,559000.0,Agra
379,Toyota Innova,Toyota,2015,56554,Diesel,Manual,17183,517000.0,Agra
380,Hyundai XCENT PRIME,Hyundai,2021,60726,Petrol,Manual,7061,400000.0,Agra
381,Maruti Vitara Brezza,Maruti,2021,60717,Petrol,Manual,10009,567000.0,Agra
382,KIA SONET,KIA,2024,10765,Petrol,Auto,20016,1169000.0,Agra
383,BMW X5,BMW,2016,67324,Diesel,Auto,55697,2155000.0,Agra
384,Mahindra Scorpio,Mahindra,2020,97808,Diesel,Manual,16266,950000.0,Agra
385,Tata Harrier,Tata,2019,70624,Diesel,Manual,14982,875000.0,Agra
386,Hyundai Creta,Hyundai,2022,100001,Petrol,Manual,19568,900000.0,Agra
387,Maruti S Cross,Maruti,2018,86810,Diesel,Manual,10811,553000.0,Agra
388,Mahindra XUV300,Mahindra,2020,48728,Petrol,Manual,13928,789000.0,Agra
389,Jeep MERIDIAN,Jeep,2022,64489,Diesel,Auto,35207,2056000.0,Agra
390,KIA SONET,KIA,2022,35709,Diesel,Manual,15393,899000.0,Agra
391,Tata NEXON,Tata,2022,30316,Petrol,Manual,12745,722000.0,Agra
392,Toyota Etios,Toyota,2018,221769,Diesel,Manual,7852,353000.0,Agra
393,Audi Q3,Audi,2012,240658,Diesel,Auto,7852,484000.0,Agra
394,Toyota Innova Crysta,Toyota,2018,116207,Diesel,Manual,21742,1000000.0,Agra
395,BMW X1,BMW,2024,34566,Petrol,Auto,76315,4457000.0,Agra
396,MG HECTOR,MG,2020,165080,Diesel,Manual,23917,1100000.0,Agra
397,Mahindra SCORPIO-N,Mahindra,2023,25796,Diesel,Manual,27687,1617000.0000000002,Agra
398,Tata Harrier,Tata,2021,62117,Diesel,Auto,28457,1662000.0,Agra
399,Honda Mobilio,Honda,2015,155533,Diesel,Manual,11891,358000.0,Agra
400,Mahindra XUV300,Mahindra,2024,79778,Diesel,Manual,20975,1225000.0,Agra
401,Hyundai VENUE,Hyundai,2023,25345,Petrol,Auto,17893,1045000.0,Agra
402,MG HECTOR,MG,2019,76778,Diesel,Manual,19263,1125000.0,Agra
403,Hyundai Creta,Hyundai,2023,24142,Diesel,Manual,26095,1524000.0,Agra
404,Mahindra XUV300,Mahindra,2022,102667,Diesel,Manual,17394,800000.0,Agra
405,KIA SELTOS,KIA,2022,27841,Petrol,Manual,18681,1091000.0,Agra
406,Mercedes Benz E Class,Mercedes,2012,82597,Diesel,Auto,18681,903000.0,Agra
407,Tata TIAGO EV,Tata,2023,105000,Electric,Auto,13324,599000.0,Agra
408,MG HECTOR PLUS,MG,2022,79435,Diesel,Manual,23971,1400000.0,Agra
409,Mercedes Benz E Class,Mercedes,2019,61866,Diesel,Auto,51367,3000000.0,Agra
410,MG HECTOR,MG,2024,5935,Diesel,Manual,31677,1850000.0,Agra
411,Mahindra XUV300,Mahindra,2023,31889,Petrol,Manual,13963,791000.0,Agra
412,Audi A3,Audi,2014,121578,Diesel,Auto,43951,943000.0,Agra
413,Tata Harrier,Tata,2023,82259,Diesel,Auto,27396,1600000.0,Agra
414,Toyota Fortuner,Toyota,2017,256000,Diesel,Auto,41311,1900000.0,Agra
415,Tata Curvv EV,Tata,2024,39154,Electric,Auto,32224,1882000.0,Agra
416,Tata Safari,Tata,2023,77542,Diesel,Auto,34245,2000000.0,Agra
417,Mercedes Benz GLA Class,Mercedes,2018,106214,Diesel,Auto,33983,1563000.0,Agra
418,Tata Safari,Tata,2024,22188,Diesel,Manual,38902,2272000.0,Agra
419,MG HECTOR,MG,2023,62000,Diesel,Manual,25684,1500000.0,Agra
420,Tata Safari,Tata,2024,49793,Diesel,Manual,35957,2100000.0,Agra
421,Mahindra XUV700,Mahindra,2022,67280,Diesel,Auto,27345,1597000.0,Agra
422,Mahindra XUV300,Mahindra,2023,41245,Diesel,Manual,20530,1199000.0,Agra
423,Jeep Compass,Jeep,2020,126854,Diesel,Manual,33483,1540000.0,Agra
424,Mahindra Scorpio,Mahindra,2018,79144,Diesel,Manual,20328,1068000.0,Agra
425,Hyundai i20 Active,Hyundai,2019,61467,Petrol,Manual,8014,454000.0,Agra
426,Toyota Innova Crysta,Toyota,2021,113526,Diesel,Manual,39549,1819000.0,Agra
427,Tata NEXON EV,Tata,2023,48860,Electric,Auto,21780,1272000.0,Agra
428,KIA CARNIVAL,KIA,2020,252681,Diesel,Auto,47616,2190000.0,Agra
429,Mercedes Benz Ml Class,Mercedes,2014,246866,Diesel,Auto,48612,1043000.0,Agra
430,Hyundai i10,Hyundai,2013,43288,Petrol,Manual,6684,142000.0,Agra
431,Maruti Ciaz,Maruti,2018,48864,Petrol,Manual,8915,505000.0,Agra
432,Honda Brio,Honda,2013,83134,Petrol,Manual,5418,115000.0,Agra
433,Toyota Innova,Toyota,2012,195979,Diesel,Manual,5418,410000.0,Agra
434,Honda City,Honda,2015,127787,Diesel,Manual,9665,291000.0,Agra
435,Volkswagen Jetta,Volkswagen,2014,165444,Diesel,Auto,20147,428000.0,Agra
436,Maruti New Wagon-R,Maruti,2019,58372,Petrol,Manual,5066,287000.0,Agra
437,KIA SELTOS,KIA,2023,40514,Diesel,Manual,19982,1167000.0,Agra
438,Mahindra XUV700,Mahindra,2021,111228,Petrol,Auto,30613,1408000.0,Agra
439,Maruti Swift,Maruti,2014,75496,Diesel,Manual,12004,255000.0,Agra
440,Maruti Ritz,Maruti,2013,78840,Diesel,Manual,14127,159000.0,Agra
441,Maruti Alto K10,Maruti,2014,94403,Petrol,Manual,5414,163000.0,Agra
442,MG HECTOR,MG,2019,84802,Diesel,Manual,17550,1025000.0,Agra
443,Honda Jazz,Honda,2018,47411,Petrol,Auto,11474,650000.0,Bangalore
444,Maruti Vitara Brezza,Maruti,2018,55196,Diesel,Auto,15249,780000.0,Bangalore
445,Ford Figo Aspire,Ford,2017,42174,Petrol,Manual,7656,392000.0,Bangalore
446,Hyundai Creta,Hyundai,2024,8823,Petrol,Auto,30820,1800000.0,Bangalore
447,Renault Kwid,Renault,2017,49297,Petrol,Auto,5762,295000.0,Bangalore
448,Honda City,Honda,2017,43945,Petrol,Manual,10296,527000.0,Bangalore
449,Mahindra BOLERO NEO,Mahindra,2021,14978,Diesel,Manual,13930,814000.0,Bangalore
450,Maruti Ciaz,Maruti,2016,52851,Petrol,Manual,10136,456000.0,Bangalore
451,Skoda Rapid,Skoda,2013,102515,Diesel,Manual,33590,378000.0,Bangalore
452,Hyundai Verna,Hyundai,2012,100626,Petrol,Manual,29764,335000.0,Bangalore
453,Hyundai Verna,Hyundai,2017,79333,Petrol,Manual,12156,622000.0,Bangalore
454,Chevrolet Aveo,Chevrolet,2012,37826,Petrol,Manual,16082,181000.0,Bangalore
455,Honda Jazz,Honda,2017,91101,Petrol,Manual,8424,431000.0,Bangalore
456,Hyundai Grand i10,Hyundai,2019,52431,Petrol,Auto,8547,484000.0,Bangalore
457,Honda City,Honda,2018,74431,Petrol,Manual,11651,660000.0,Bangalore
458,Maruti Celerio X,Maruti,2019,33537,Petrol,Auto,7669,434000.0,Bangalore
459,KIA SELTOS,KIA,2019,87807,Diesel,Auto,16423,959000.0,Bangalore
460,Chevrolet Sail,Chevrolet,2016,47752,Petrol,Manual,6252,281000.0,Bangalore
461,Toyota Etios Liva,Toyota,2012,96531,Petrol,Manual,25715,289000.0,Bangalore
462,Honda Amaze,Honda,2018,29472,Diesel,Manual,12121,620000.0,Bangalore
463,Maruti Wagon R Stingray,Maruti,2014,99934,Petrol,Manual,8976,270000.0,Bangalore
464,Maruti IGNIS,Maruti,2019,34701,Petrol,Auto,8138,461000.00000000006,Bangalore
465,Hyundai Creta,Hyundai,2016,41701,Petrol,Manual,16928,761000.0,Bangalore
466,Hyundai VENUE,Hyundai,2021,30184,Petrol,Manual,13734,778000.0,Bangalore
467,Maruti Dzire,Maruti,2018,32548,Petrol,Auto,10002,567000.0,Bangalore
468,Hyundai Grand i10,Hyundai,2015,66688,Petrol,Manual,8954,340000.0,Bangalore
469,Hyundai i20 Active,Hyundai,2016,91318,Petrol,Manual,9943,447000.0,Bangalore
470,KIA SONET,KIA,2022,46589,Diesel,Auto,21403,1250000.0,Bangalore
471,Maruti Swift,Maruti,2019,33840,Petrol,Auto,11184,634000.0,Bangalore
472,Maruti Grand Vitara,Maruti,2022,52705,Petrol,Auto,22944,1340000.0,Bangalore
473,Volkswagen Polo,Volkswagen,2021,32836,Petrol,Auto,13928,789000.0,Bangalore
474,Honda Brio,Honda,2013,119328,Petrol,Manual,8426,179000.0,Bangalore
475,Renault Duster,Renault,2016,97900,Diesel,Manual,14858,564000.0,Bangalore
476,Mahindra XUV500,Mahindra,2014,71221,Diesel,Manual,30598,650000.0,Bangalore
477,Hyundai NEW SANTRO,Hyundai,2020,46872,Petrol,Manual,5715,324000.0,Bangalore
478,Honda Amaze,Honda,2018,51564,Petrol,Manual,8088,458000.0,Bangalore
479,Maruti Swift Dzire,Maruti,2014,96897,Diesel,Manual,18829,400000.0,Bangalore
480,Maruti Wagon R 1.0,Maruti,2018,57297,Petrol,Auto,5684,322000.0,Bangalore
481,Tata TIAGO NRG,Tata,2023,48348,Petrol,Auto,9991,566000.0,Bangalore
482,Volkswagen Vento,Volkswagen,2014,64278,Petrol,Manual,13536,408000.0,Bangalore
483,Toyota YARIS,Toyota,2018,77860,Petrol,Auto,9145,518000.0,Bangalore
484,Toyota Glanza,Toyota,2022,62831,Petrol,Manual,9169,519000.00000000006,Bangalore
485,Tata Tiago,Tata,2016,57688,Petrol,Manual,6406,288000.0,Bangalore
486,Hyundai VENUE,Hyundai,2019,56567,Petrol,Auto,10945,620000.0,Bangalore
487,Hyundai Verna,Hyundai,2018,59644,Petrol,Manual,12775,724000.0,Bangalore
488,Tata Tiago,Tata,2016,82759,Petrol,Manual,7215,324000.0,Bangalore
489,Renault Kwid,Renault,2019,44072,Petrol,Manual,4343,246000.0,Bangalore
490,KIA SONET,KIA,2020,74575,Petrol,Manual,11010,624000.0,Bangalore
491,Maruti Ciaz,Maruti,2018,46800,Petrol,Auto,9642,546000.0,Bangalore
492,Honda City,Honda,2015,111049,Petrol,Auto,10797,410000.0,Bangalore
493,Maruti Swift,Maruti,2022,2718,Petrol,Auto,11332,642000.0,Bangalore
494,Nissan Kicks,Nissan,2019,48512,Diesel,Manual,10138,574000.0,Bangalore
495,Ford New Figo,Ford,2020,64216,Petrol,Manual,8826,500000.0,Bangalore
496,KIA SONET,KIA,2022,27304,Petrol,Manual,12710,720000.0,Bangalore
497,Mahindra XUV500,Mahindra,2018,52365,Diesel,Manual,22269,1170000.0,Bangalore
498,Ford Figo Aspire,Ford,2017,42991,Petrol,Manual,6999,358000.0,Bangalore
499,Honda WR-V,Honda,2017,72856,Petrol,Manual,10049,514000.0,Bangalore
500,Mahindra Thar,Mahindra,2021,25942,Petrol,Auto,20752,1212000.0,Bangalore
501,Nissan MAGNITE,Nissan,2025,2391,Petrol,Auto,12004,680000.0,Bangalore
502,Hyundai Elite i20,Hyundai,2014,92759,Petrol,Manual,13419,404000.0,Bangalore
503,KIA SELTOS,KIA,2021,48395,Petrol,Manual,17482,1021000.0,Bangalore
504,Nissan Kicks,Nissan,2019,44745,Petrol,Manual,8067,457000.0,Bangalore
505,Hyundai Elite i20,Hyundai,2018,53812,Petrol,Auto,8650,490000.00000000006,Bangalore
506,Tata NEXON,Tata,2020,62762,Petrol,Manual,12237,693000.0,Bangalore
507,Tata ALTROZ,Tata,2022,80230,Petrol,Manual,10362,587000.0,Bangalore
508,Honda City,Honda,2020,41023,Petrol,Manual,14383,840000.0,Bangalore
509,Hyundai Creta,Hyundai,2018,80514,Diesel,Manual,17321,910000.0,Bangalore
510,Toyota Innova Crysta,Toyota,2022,22173,Petrol,Auto,29349,1714000.0,Bangalore
511,Hyundai i10,Hyundai,2014,65854,Petrol,Manual,6643,200000.0,Bangalore
512,Chevrolet Beat,Chevrolet,2013,53420,Petrol,Manual,6826,145000.0,Bangalore
513,Hyundai Grand i10,Hyundai,2019,36690,Petrol,Manual,6037,342000.0,Bangalore
514,Toyota YARIS,Toyota,2020,49011,Petrol,Manual,9767,553000.0,Bangalore
515,KIA SONET,KIA,2021,34880,Diesel,Manual,15256,891000.0,Bangalore
516,Maruti Swift,Maruti,2018,66524,Petrol,Manual,7908,448000.00000000006,Bangalore
517,Hyundai Creta,Hyundai,2018,49948,Petrol,Auto,14537,849000.0,Bangalore
518,Renault TRIBER,Renault,2020,39239,Petrol,Auto,10668,604000.0,Bangalore
519,Mahindra XUV300,Mahindra,2019,80155,Diesel,Manual,14606,852999.9999999999,Bangalore
520,Tata TIGOR,Tata,2018,28797,Petrol,Auto,8032,455000.0,Bangalore
521,Tata NEXON,Tata,2023,35232,Petrol,Manual,13504,765000.0,Bangalore
522,Hyundai Elite i20,Hyundai,2015,42962,Petrol,Manual,12640,480000.0,Bangalore
523,Hyundai Verna,Hyundai,2017,34773,Petrol,Auto,13490,690000.0,Bangalore
524,Hyundai Elite i20,Hyundai,2017,33805,Petrol,Auto,8362,428000.0,Bangalore
525,Maruti Alto 800,Maruti,2014,69527,Petrol,Manual,7681,231000.0,Bangalore
526,Maruti Swift,Maruti,2018,61367,Petrol,Auto,8305,470000.0,Bangalore
527,Maruti Baleno,Maruti,2016,46313,Petrol,Manual,8720,392000.0,Bangalore
528,Hyundai i20,Hyundai,2014,36575,Petrol,Auto,11459,345000.0,Bangalore
529,Volkswagen Polo,Volkswagen,2020,86105,Petrol,Manual,9584,543000.0,Bangalore
530,Mahindra XUV300,Mahindra,2019,75257,Petrol,Manual,9179,520000.0,Bangalore
531,Honda Jazz,Honda,2017,78904,Petrol,Auto,7038,360000.0,Bangalore
532,Hyundai NEW SANTRO,Hyundai,2018,74553,Petrol,Manual,6759,383000.0,Bangalore
533,Hyundai Verna,Hyundai,2019,48411,Petrol,Manual,13698,800000.0,Bangalore
534,Tata Tiago,Tata,2019,37452,Petrol,Manual,6320,358000.0,Bangalore
535,Tata TIGOR,Tata,2021,22399,Petrol,Auto,8826,500000.0,Bangalore
536,Jeep Compass,Jeep,2018,145715,Diesel,Manual,17462,785000.0,Bangalore
537,Hyundai VENUE,Hyundai,2021,50645,Diesel,Manual,12745,722000.0,Bangalore
538,Nissan MAGNITE,Nissan,2021,69890,Petrol,Manual,8473,480000.0,Bangalore
539,Hyundai Creta,Hyundai,2017,139997,Petrol,Auto,15532,698000.0,Bangalore
540,Renault Kiger,Renault,2021,36867,Petrol,Auto,8297,470000.0,Bangalore
541,Hyundai Elite i20,Hyundai,2018,23926,Petrol,Auto,8791,498000.00000000006,Bangalore
542,Tata NEXON,Tata,2024,39150,Petrol,Manual,13328,755000.0,Bangalore
543,Hyundai Eon,Hyundai,2014,84097,Petrol,Manual,4816,145000.0,Bangalore
544,Honda Amaze,Honda,2023,23392,Petrol,Auto,14045,796000.0,Bangalore
545,Skoda Rapid,Skoda,2018,124743,Diesel,Auto,12123,545000.0,Bangalore
546,Skoda SLAVIA,Skoda,2022,69901,Petrol,Manual,14212,830000.0000000001,Bangalore
547,KIA SONET,KIA,2020,32564,Petrol,Manual,12808,726000.0,Bangalore
548,Maruti S Cross,Maruti,2017,87011,Diesel,Manual,13080,588000.0,Bangalore
549,Volkswagen Polo,Volkswagen,2017,66810,Petrol,Manual,10253,524000.0,Bangalore
550,Maruti Celerio,Maruti,2019,62707,Petrol,Auto,5861,332000.0,Bangalore
551,Honda WR-V,Honda,2017,55521,Petrol,Manual,9583,490000.00000000006,Bangalore
552,Honda Amaze,Honda,2023,5709,Petrol,Auto,13942,790000.0,Bangalore
553,Hyundai Elite i20,Hyundai,2018,50297,Petrol,Auto,11241,637000.0,Bangalore
554,Maruti S PRESSO,Maruti,2022,40904,Petrol,Manual,5772,327000.0,Bangalore
555,Hyundai Grand i10,Hyundai,2015,62226,Petrol,Auto,8743,332000.0,Bangalore
556,Hyundai NEW I20,Hyundai,2021,60448,Petrol,Auto,12528,710000.0,Bangalore
557,Maruti Alto 800,Maruti,2015,88606,Petrol,Manual,4872,185000.0,Bangalore
558,Renault Scala,Renault,2013,74643,Diesel,Manual,24789,279000.0,Bangalore
559,Tata NEXON,Tata,2024,19882,Petrol,Manual,13458,762000.0,Bangalore
560,Tata NEXON,Tata,2022,21723,Petrol,Manual,11969,678000.0,Bangalore
561,Renault TRIBER,Renault,2020,49318,Petrol,Auto,8297,470000.0,Bangalore
562,Hyundai i20 Active,Hyundai,2018,44751,Petrol,Manual,10466,593000.0,Bangalore
563,Honda Amaze,Honda,2023,11458,Petrol,Manual,11721,664000.0,Bangalore
564,MG HECTOR,MG,2021,35992,Diesel,Manual,18852,1101000.0,Bangalore
565,Maruti Swift,Maruti,2023,31370,Petrol,Auto,11651,660000.0,Bangalore
566,Honda City,Honda,2019,44916,Petrol,Auto,12110,686000.0,Bangalore
567,Hyundai VENUE,Hyundai,2020,58065,Petrol,Manual,11404,646000.0,Bangalore
568,Hyundai Eon,Hyundai,2015,82902,Petrol,Manual,5082,193000.0,Bangalore
569,Nissan Kicks,Nissan,2019,65368,Diesel,Manual,10609,601000.0,Bangalore
570,Tata Nano,Tata,2016,45511,Petrol,Auto,3670,165000.0,Bangalore
571,Hyundai NEW I20,Hyundai,2022,11382,Petrol,Manual,12004,680000.0,Bangalore
572,Nissan MAGNITE,Nissan,2023,46300,Petrol,Manual,9550,541000.0,Bangalore
573,MG HECTOR,MG,2019,95164,Diesel,Manual,14349,838000.0000000001,Bangalore
574,Maruti Baleno,Maruti,2018,98712,Petrol,Auto,7732,438000.0,Bangalore
575,Tata NEXON,Tata,2023,17001,Petrol,Manual,13893,787000.0,Bangalore
576,Maruti Swift,Maruti,2013,108127,Petrol,Manual,13651,290000.0,Bangalore
577,Maruti Celerio,Maruti,2019,67299,Petrol,Manual,6394,362000.0,Bangalore
578,Hyundai VENUE,Hyundai,2020,27714,Petrol,Manual,11827,670000.0,Bangalore
579,Volkswagen Cross Polo,Volkswagen,2013,45994,Diesel,Manual,33247,374000.0,Bangalore
580,Maruti Swift,Maruti,2016,121707,Petrol,Manual,7868,354000.0,Bangalore
581,Renault Kwid,Renault,2017,85764,Petrol,Manual,4027,206000.0,Bangalore
582,Toyota Urban Cruiser Taisor,Toyota,2024,21390,Petrol,Manual,15753,920000.0,Bangalore
583,Hyundai Grand i10,Hyundai,2019,13658,Petrol,Auto,9500,538000.0,Bangalore
584,Honda WR-V,Honda,2017,144831,Diesel,Manual,11100,499000.0,Bangalore
585,MG HECTOR,MG,2020,97037,Petrol,Auto,15479,904000.0,Bangalore
586,Volkswagen Vento,Volkswagen,2014,82675,Diesel,Auto,20057,426000.0,Bangalore
587,Toyota URBAN CRUISER HYRYDER,Toyota,2023,33241,Hybrid,Auto,24965,1458000.0,Bangalore
588,Hyundai Creta,Hyundai,2021,47624,Petrol,Manual,18270,1067000.0,Bangalore
589,Hyundai Grand i10,Hyundai,2014,55667,Petrol,Manual,9034,272000.0,Bangalore
590,Hyundai NEW SANTRO,Hyundai,2019,36924,Petrol,Manual,5119,290000.0,Bangalore
591,Tata NEXON,Tata,2018,52519,Petrol,Auto,8473,480000.0,Bangalore
592,Maruti Celerio,Maruti,2017,42701,Petrol,Auto,7533,385000.0,Bangalore
593,Maruti Baleno,Maruti,2016,63690,Petrol,Manual,9676,435000.0,Bangalore
594,Honda Jazz,Honda,2015,80054,Petrol,Auto,9296,353000.0,Bangalore
595,Datsun Go,Datsun,2014,59457,Petrol,Manual,6111,184000.0,Bangalore
596,Renault Kwid,Renault,2016,61912,Petrol,Manual,4783,215000.0,Bangalore
597,Maruti Alto K10,Maruti,2015,75228,Petrol,Auto,5583,212000.0,Bangalore
598,Ford New Figo,Ford,2016,79879,Petrol,Manual,7007,315000.0,Bangalore
599,Tata Tiago,Tata,2021,38116,Petrol,Manual,7679,435000.0,Bangalore
600,Maruti IGNIS,Maruti,2018,53165,Petrol,Auto,7061,400000.0,Bangalore
601,Hyundai VENUE,Hyundai,2021,48742,Petrol,Manual,11121,630000.0,Bangalore
602,Hyundai Eon,Hyundai,2014,51648,Petrol,Manual,6483,195000.0,Bangalore
603,Honda City,Honda,2017,57720,Petrol,Auto,12766,653000.0,Bangalore
604,Maruti Celerio,Maruti,2022,19852,Petrol,Auto,9889,560000.0,Bangalore
605,Maruti Dzire,Maruti,2019,32100,Petrol,Auto,9550,541000.0,Bangalore
606,Hyundai NEW SANTRO,Hyundai,2019,14964,Petrol,Manual,6874,389000.0,Bangalore
607,Toyota Etios Liva,Toyota,2013,62440,Petrol,Manual,12333,262000.0,Bangalore
608,Hyundai VENUE,Hyundai,2021,78644,Petrol,Manual,12022,681000.0,Bangalore
609,Volkswagen TAIGUN,Volkswagen,2023,48669,Petrol,Manual,16428,959000.0,Bangalore
610,KIA SELTOS,KIA,2022,31594,Petrol,Manual,15941,931000.0,Bangalore
611,Maruti Dzire,Maruti,2017,75698,Petrol,Manual,8895,455000.0,Bangalore
612,Maruti Vitara Brezza,Maruti,2016,133214,Diesel,Manual,14694,558000.0,Bangalore
613,Hyundai Elite i20,Hyundai,2018,120685,Petrol,Manual,9387,422000.0,Bangalore
614,Mahindra XUV500,Mahindra,2015,83012,Diesel,Manual,25715,774000.0,Bangalore
615,Maruti S PRESSO,Maruti,2021,39450,Petrol,Auto,6761,383000.0,Bangalore
616,Maruti Vitara Brezza,Maruti,2019,28376,Diesel,Manual,14092,823000.0,Bangalore
